HS6,Country,AdValorem
080590,Korea,15.0
080720,Korea,15.0
080910,Korea,15.0
080921,Korea,15.0
080929,Korea,15.0
081010,Korea,15.0
081020,Korea,15.0
081030,Korea,15.0
081040,Korea,15.0
081050,Korea,15.0
081060,Korea,7.5
081070,Korea,7.5
081090,Korea,8.57
081110,Korea,15.0
081120,Korea,15.0
081190,Korea,15.0
081210,Korea,15.0
081290,Korea,15.0
081310,Korea,15.0
081340,Korea,15.0
081400,Korea,15.0
090111,Korea,50.0
090112,Korea,50.0
090121,Korea,50.0
090122,Korea,50.0
090190,Korea,50.0
090210,Korea,50.0
090220,Korea,51.0
090230,Korea,50.0
090240,Korea,50.0
090300,Korea,15.0
090510,Korea,15.0
090520,Korea,15.0
090710,Korea,17.5
090720,Korea,17.5
090961,Korea,15.0
090962,Korea,16.5
110510,Korea,15.0
110520,Korea,15.0
110610,Korea,15.0
110620,Korea,15.0
110630,Korea,15.0
110720,Korea,15.0
110814,Korea,15.0
110819,Korea,15.0
110820,Korea,15.0
110900,Korea,5.0
120230,Korea,15.0
120241,Korea,15.0
120242,Korea,15.0
120400,Korea,15.0
120510,Korea,15.0
120590,Korea,15.0
120600,Korea,15.0
120710,Korea,15.0
120721,Korea,15.0
120729,Korea,15.0
120730,Korea,15.0
120740,Korea,15.0
120750,Korea,15.0
120760,Korea,15.0
120770,Korea,15.0
120799,Korea,15.0
120810,Korea,15.0
120890,Korea,15.0
120991,Korea,2.5
120999,Korea,2.5
121020,Korea,15.0
121120,Korea,15.0
121130,Korea,5.0
121140,Korea,5.0
121150,Korea,5.0
121221,Korea,5.0
121229,Korea,5.0
121291,Korea,15.0
121292,Korea,5.0
121293,Korea,5.0
121294,Korea,5.0
121299,Korea,5.0
121300,Korea,5.0
121410,Korea,15.0
121490,Korea,15.0
130120,Korea,5.0
130190,Korea,5.0
130211,Korea,5.0
130212,Korea,5.0
130213,Korea,5.0
130214,Korea,5.0
130219,Korea,5.0
130220,Korea,5.0
130231,Korea,5.0
130232,Korea,5.0
130239,Korea,5.0
140110,Korea,15.0
140120,Korea,15.0
140190,Korea,15.0
140420,Korea,15.0
140490,Korea,5.0
150920,Korea,22.0
150930,Korea,22.0
150940,Korea,22.0
150990,Korea,20.0
160220,Korea,5.0
160231,Korea,5.0
160239,Korea,5.0
160249,Korea,5.0
160250,Korea,5.0
160290,Korea,5.0
160300,Korea,5.0
160411,Korea,5.0
160412,Korea,5.0
160413,Korea,5.0
160415,Korea,5.0
160416,Korea,5.0
160417,Korea,5.0
160418,Korea,5.0
160419,Korea,5.0
160420,Korea,5.0
160510,Korea,5.0
160540,Korea,5.0
160551,Korea,5.0
160552,Korea,5.0
160553,Korea,5.0
160554,Korea,5.0
160555,Korea,5.0
160556,Korea,5.0
160557,Korea,5.0
160558,Korea,5.0
160559,Korea,5.0
160561,Korea,5.0
160562,Korea,5.0
160563,Korea,5.0
160569,Korea,5.0
170211,Korea,5.0
170219,Korea,5.0
170220,Korea,5.0
170230,Korea,5.0
170240,Korea,5.0
170250,Korea,5.0
170260,Korea,5.0
170290,Korea,5.0
170310,Korea,5.0
170390,Korea,5.0
170410,Korea,15.0
170490,Korea,5.0
180620,Korea,5.0
180631,Korea,5.0
180632,Korea,5.0
190110,Korea,15.0
190120,Korea,5.0
190190,Korea,5.0
190211,Korea,5.0
190219,Korea,5.0
190220,Korea,5.0
190230,Korea,5.0
190240,Korea,5.0
190410,Korea,5.0
190430,Korea,5.0
190510,Korea,5.0
190520,Korea,5.0
190531,Korea,15.0
190532,Korea,15.0
190540,Korea,5.0
190590,Korea,5.0
200110,Korea,5.0
200190,Korea,5.0
200210,Korea,5.0
200290,Korea,5.0
200390,Korea,5.0
200490,Korea,5.0
200540,Korea,5.0
200551,Korea,5.0
200559,Korea,5.0
200560,Korea,5.0
200570,Korea,5.0
200580,Korea,5.0
200710,Korea,5.0
200791,Korea,5.0
200799,Korea,5.0
200811,Korea,5.0
200819,Korea,5.0
200820,Korea,5.0
200840,Korea,15.0
200850,Korea,15.0
200860,Korea,15.0
200870,Korea,5.0
200880,Korea,5.0
200891,Korea,15.0
200893,Korea,15.0
200897,Korea,15.0
200899,Korea,15.0
200911,Korea,15.0
200912,Korea,15.0
200921,Korea,5.0
200929,Korea,5.0
200931,Korea,5.0
200939,Korea,5.0
200941,Korea,5.0
200949,Korea,5.0
200961,Korea,5.0
200969,Korea,5.0
200971,Korea,5.0
200979,Korea,5.0
200981,Korea,5.0
200989,Korea,5.0
200990,Korea,5.0
210111,Korea,15.0
210112,Korea,15.0
210210,Korea,5.0
210220,Korea,5.0
210230,Korea,5.0
210310,Korea,5.0
210320,Korea,5.0
210330,Korea,5.0
210390,Korea,5.0
210410,Korea,5.0
210420,Korea,5.0
210500,Korea,5.0
210610,Korea,5.0
220110,Korea,5.0
220190,Korea,5.0
220210,Korea,5.0
220291,Korea,5.0
220299,Korea,5.0
220900,Korea,5.0
230110,Korea,5.0
230120,Korea,5.0
230400,Korea,7.5
230500,Korea,7.5
230610,Korea,7.5
230620,Korea,7.5
230630,Korea,7.5
230649,Korea,7.5
230650,Korea,7.5
230660,Korea,7.5
230690,Korea,7.5
230910,Korea,15.0
250100,Korea,0.0
250200,Korea,0.0
250300,Korea,0.0
250410,Korea,0.0
250490,Korea,0.0
250510,Korea,0.0
250590,Korea,0.0
250610,Korea,0.0
250620,Korea,0.0
250700,Korea,0.0
250810,Korea,0.0
250830,Korea,0.0
250840,Korea,0.0
250850,Korea,0.0
250860,Korea,0.0
250870,Korea,0.0
250900,Korea,0.0
251010,Korea,0.0
251020,Korea,0.0
251110,Korea,0.0
251120,Korea,0.0
251200,Korea,0.0
251310,Korea,0.0
251320,Korea,0.0
251400,Korea,0.0
251511,Korea,0.0
251512,Korea,0.0
251520,Korea,0.0
251611,Korea,0.0
251612,Korea,0.0
251620,Korea,0.0
251690,Korea,0.0
251710,Korea,0.0
251720,Korea,0.0
251730,Korea,0.0
251741,Korea,0.0
251749,Korea,0.0
251810,Korea,0.0
251820,Korea,0.0
251910,Korea,0.0
251990,Korea,0.0
252010,Korea,0.0
252020,Korea,0.0
252100,Korea,0.0
252210,Korea,0.0
252220,Korea,0.0
252230,Korea,0.0
252310,Korea,0.0
252321,Korea,0.0
252330,Korea,0.0
252390,Korea,0.0
252410,Korea,0.0
252490,Korea,0.0
252510,Korea,0.0
252520,Korea,0.0
252530,Korea,0.0
252610,Korea,0.0
252620,Korea,0.0
252800,Korea,0.0
252910,Korea,0.0
252921,Korea,0.0
252922,Korea,0.0
252930,Korea,0.0
253010,Korea,0.0
253020,Korea,0.0
253090,Korea,0.0
260111,Korea,0.0
260112,Korea,0.0
260120,Korea,0.0
260200,Korea,0.0
260300,Korea,0.0
260400,Korea,0.0
260500,Korea,0.0
260600,Korea,0.0
260700,Korea,0.0
260800,Korea,0.0
260900,Korea,0.0
261000,Korea,0.0
261100,Korea,0.0
261210,Korea,0.0
261220,Korea,0.0
261310,Korea,0.0
261390,Korea,0.0
261400,Korea,0.0
261510,Korea,0.0
261590,Korea,0.0
261610,Korea,0.0
261690,Korea,0.0
261710,Korea,0.0
261790,Korea,0.0
261800,Korea,0.0
261900,Korea,0.0
262011,Korea,0.0
262019,Korea,0.0
262021,Korea,0.0
262029,Korea,0.0
262030,Korea,0.0
262040,Korea,0.0
262060,Korea,0.0
262091,Korea,0.0
262099,Korea,0.0
262110,Korea,0.0
262190,Korea,0.0
270111,Korea,0.0
270119,Korea,0.0
270120,Korea,0.0
270210,Korea,0.0
270220,Korea,0.0
270300,Korea,0.0
270400,Korea,0.0
270500,Korea,0.0
270600,Korea,0.0
270710,Korea,0.0
270720,Korea,0.0
270730,Korea,0.0
270740,Korea,0.0
270750,Korea,0.0
270791,Korea,0.0
270799,Korea,0.0
270810,Korea,0.0
270820,Korea,0.0
270900,Korea,0.0
271019,Korea,5.0
271111,Korea,0.0
271112,Korea,0.0
271113,Korea,0.0
271119,Korea,2.5
271121,Korea,0.0
271410,Korea,0.0
271490,Korea,0.0
271500,Korea,0.0
271600,Korea,0.0
280110,Korea,0.0
280120,Korea,0.0
280130,Korea,0.0
280200,Korea,0.0
280300,Korea,6.0
280410,Korea,0.0
280429,Korea,0.0
280430,Korea,0.0
280440,Korea,0.0
280450,Korea,0.0
280461,Korea,0.0
280469,Korea,0.0
280470,Korea,0.0
280480,Korea,0.0
280490,Korea,0.0
280511,Korea,0.0
280512,Korea,0.0
280519,Korea,0.0
280530,Korea,0.0
280540,Korea,0.0
280610,Korea,0.0
280620,Korea,0.0
280700,Korea,0.0
280800,Korea,0.0
280910,Korea,0.0
280920,Korea,0.0
281000,Korea,0.0
281111,Korea,0.0
281112,Korea,0.0
281119,Korea,0.0
281121,Korea,0.0
281122,Korea,0.0
281129,Korea,0.0
281211,Korea,0.0
281212,Korea,0.0
281213,Korea,0.0
281214,Korea,0.0
281215,Korea,0.0
281216,Korea,0.0
281217,Korea,0.0
281219,Korea,0.0
281290,Korea,0.0
281310,Korea,0.0
281390,Korea,0.0
281410,Korea,0.0
281420,Korea,0.0
281520,Korea,6.88
281530,Korea,0.0
281610,Korea,0.0
281640,Korea,0.0
281810,Korea,0.0
281820,Korea,0.0
281830,Korea,0.0
281910,Korea,0.0
281990,Korea,0.0
282010,Korea,0.0
282090,Korea,0.0
282110,Korea,0.0
282120,Korea,0.0
282200,Korea,0.0
282300,Korea,0.0
282410,Korea,6.25
282490,Korea,0.0
282510,Korea,0.0
282520,Korea,0.0
282530,Korea,0.0
282550,Korea,0.0
282560,Korea,0.0
282570,Korea,0.0
282580,Korea,0.0
282590,Korea,0.0
282612,Korea,0.0
282619,Korea,0.0
282630,Korea,0.0
282690,Korea,0.0
282710,Korea,0.0
282720,Korea,0.0
282731,Korea,0.0
282732,Korea,0.0
282735,Korea,0.0
282739,Korea,0.0
282741,Korea,0.0
282749,Korea,0.0
282751,Korea,0.0
282759,Korea,0.0
282760,Korea,0.0
282810,Korea,0.0
282890,Korea,0.0
282911,Korea,0.0
282919,Korea,0.0
282990,Korea,0.0
283010,Korea,0.0
283090,Korea,0.0
283110,Korea,0.0
283190,Korea,0.0
283220,Korea,0.0
283230,Korea,0.0
283311,Korea,0.0
283319,Korea,0.0
283321,Korea,0.0
283322,Korea,0.0
283324,Korea,0.0
283325,Korea,0.0
283327,Korea,0.0
283329,Korea,0.0
283330,Korea,0.0
283340,Korea,0.0
283410,Korea,0.0
283421,Korea,0.0
283429,Korea,0.0
283510,Korea,0.0
283522,Korea,0.0
283524,Korea,0.0
283525,Korea,0.0
283526,Korea,0.0
283529,Korea,0.0
283531,Korea,0.0
283539,Korea,0.0
283620,Korea,0.0
283630,Korea,0.0
283640,Korea,0.0
283650,Korea,0.0
283660,Korea,0.0
283691,Korea,0.0
283692,Korea,0.0
283699,Korea,0.0
283711,Korea,0.0
283719,Korea,0.0
283720,Korea,0.0
283911,Korea,0.0
283919,Korea,0.0
283990,Korea,0.0
284011,Korea,0.0
284019,Korea,0.0
284020,Korea,0.0
284030,Korea,0.0
284130,Korea,0.0
284150,Korea,0.0
284161,Korea,0.0
284169,Korea,0.0
284170,Korea,0.0
284180,Korea,0.0
284190,Korea,0.0
284210,Korea,0.0
284290,Korea,0.0
284310,Korea,0.0
284321,Korea,0.0
284329,Korea,0.0
284330,Korea,0.0
284390,Korea,0.0
284410,Korea,0.0
284420,Korea,0.0
284430,Korea,0.0
284441,Korea,0.0
284442,Korea,0.0
284443,Korea,0.0
284444,Korea,0.0
284450,Korea,0.0
284510,Korea,0.0
284520,Korea,0.0
284530,Korea,0.0
284540,Korea,0.0
284590,Korea,0.0
284610,Korea,0.0
284690,Korea,0.0
284700,Korea,0.0
284910,Korea,0.0
284920,Korea,0.0
284990,Korea,0.0
285000,Korea,0.0
285210,Korea,0.0
285290,Korea,0.0
285310,Korea,0.0
285390,Korea,0.0
290110,Korea,0.0
290121,Korea,0.0
290122,Korea,0.0
290123,Korea,0.0
290124,Korea,0.0
290129,Korea,0.0
290211,Korea,0.0
290219,Korea,0.0
290230,Korea,0.0
290242,Korea,0.0
290244,Korea,0.0
290250,Korea,0.0
290260,Korea,0.0
290270,Korea,0.0
290290,Korea,0.0
290311,Korea,0.0
290313,Korea,5.5
290314,Korea,0.0
290319,Korea,0.0
290321,Korea,0.0
290322,Korea,0.0
290323,Korea,0.0
290329,Korea,2.5
290341,Korea,0.0
290342,Korea,0.0
290343,Korea,0.0
290344,Korea,0.0
290345,Korea,0.0
290346,Korea,0.0
290347,Korea,0.0
290348,Korea,0.0
290349,Korea,0.0
290351,Korea,0.0
290359,Korea,0.0
290361,Korea,0.0
290362,Korea,0.0
290369,Korea,0.0
290371,Korea,2.5
290372,Korea,2.5
290373,Korea,2.5
290374,Korea,2.5
290375,Korea,2.5
290376,Korea,2.5
290377,Korea,2.5
290378,Korea,2.5
290379,Korea,2.5
290381,Korea,2.5
290382,Korea,2.5
290383,Korea,2.5
290389,Korea,2.5
290391,Korea,0.0
290392,Korea,0.0
290393,Korea,0.0
290394,Korea,0.0
290399,Korea,0.0
290410,Korea,0.0
290420,Korea,0.0
290431,Korea,0.0
290432,Korea,0.0
290433,Korea,0.0
290434,Korea,0.0
290435,Korea,0.0
290436,Korea,0.0
290491,Korea,0.0
290499,Korea,0.0
290611,Korea,0.0
290612,Korea,0.0
290613,Korea,0.0
290619,Korea,0.0
290621,Korea,0.0
290629,Korea,6.25
290712,Korea,0.0
290713,Korea,0.0
290715,Korea,0.0
290721,Korea,0.0
290722,Korea,0.0
290723,Korea,0.0
290729,Korea,6.25
290811,Korea,0.0
290819,Korea,0.0
290892,Korea,6.25
290899,Korea,6.25
290911,Korea,0.0
290919,Korea,6.25
290920,Korea,0.0
290930,Korea,6.25
290941,Korea,0.0
290943,Korea,0.0
290944,Korea,0.0
290949,Korea,6.25
290950,Korea,0.0
290960,Korea,0.0
291010,Korea,0.0
291020,Korea,0.0
291030,Korea,0.0
291040,Korea,6.25
291050,Korea,6.25
291090,Korea,6.25
291100,Korea,0.0
291211,Korea,0.0
291212,Korea,0.0
291219,Korea,6.25
291221,Korea,6.25
291241,Korea,0.0
291242,Korea,0.0
291249,Korea,0.0
291250,Korea,0.0
291260,Korea,0.0
291300,Korea,0.0
291412,Korea,0.0
291413,Korea,0.0
291419,Korea,6.25
291422,Korea,6.25
291423,Korea,0.0
291429,Korea,6.25
291431,Korea,0.0
291439,Korea,6.25
291440,Korea,0.0
291450,Korea,0.0
291461,Korea,0.0
291462,Korea,6.25
291469,Korea,6.25
291471,Korea,0.0
291479,Korea,0.0
291511,Korea,0.0
291512,Korea,0.0
291513,Korea,0.0
291524,Korea,0.0
291529,Korea,6.25
291531,Korea,0.0
291533,Korea,0.0
291536,Korea,0.0
291539,Korea,0.0
291540,Korea,0.0
291550,Korea,0.0
291560,Korea,0.0
291570,Korea,6.25
291611,Korea,6.25
291612,Korea,5.0
291615,Korea,0.0
291620,Korea,0.0
291631,Korea,6.25
291632,Korea,6.25
291634,Korea,6.25
291711,Korea,0.0
291712,Korea,0.0
291713,Korea,0.0
291714,Korea,0.0
291719,Korea,5.47
291720,Korea,6.25
291732,Korea,0.0
291733,Korea,0.0
291734,Korea,0.0
291735,Korea,0.0
291739,Korea,0.0
291811,Korea,0.0
291812,Korea,0.0
291815,Korea,0.0
291817,Korea,0.0
291818,Korea,0.0
291819,Korea,0.0
291821,Korea,6.25
291822,Korea,6.25
291823,Korea,6.25
291829,Korea,6.25
291830,Korea,6.25
291891,Korea,0.0
291899,Korea,0.0
291910,Korea,0.0
291990,Korea,0.0
292011,Korea,0.0
292019,Korea,0.0
292021,Korea,6.25
292022,Korea,6.25
292023,Korea,6.25
292024,Korea,6.25
292029,Korea,6.25
292030,Korea,6.25
292090,Korea,6.25
292111,Korea,5.0
292112,Korea,0.0
292113,Korea,0.0
292114,Korea,0.0
292119,Korea,0.0
292121,Korea,0.0
292122,Korea,0.0
292129,Korea,0.0
292130,Korea,0.0
292141,Korea,0.0
292142,Korea,0.0
292143,Korea,0.0
292144,Korea,0.0
292145,Korea,0.0
292146,Korea,0.0
292149,Korea,0.0
292151,Korea,0.0
292159,Korea,0.0
292211,Korea,0.0
292212,Korea,0.0
292214,Korea,0.0
292215,Korea,0.0
292216,Korea,0.0
292217,Korea,0.0
292218,Korea,0.0
292219,Korea,0.0
292221,Korea,0.0
292229,Korea,0.0
292231,Korea,0.0
292239,Korea,0.0
292241,Korea,0.0
292242,Korea,0.0
292243,Korea,0.0
292244,Korea,0.0
292249,Korea,0.0
292250,Korea,0.0
292310,Korea,0.0
292320,Korea,0.0
292330,Korea,0.0
292340,Korea,0.0
292390,Korea,0.0
292411,Korea,0.0
292412,Korea,0.0
292419,Korea,0.0
292421,Korea,0.0
292423,Korea,0.0
292424,Korea,0.0
292425,Korea,0.0
292429,Korea,0.0
292511,Korea,0.0
292512,Korea,0.0
292519,Korea,0.0
292521,Korea,0.0
292529,Korea,0.0
292610,Korea,0.0
292620,Korea,0.0
292630,Korea,0.0
292640,Korea,0.0
292690,Korea,0.0
292700,Korea,0.0
292800,Korea,0.0
292910,Korea,0.0
292990,Korea,0.0
293010,Korea,0.0
293020,Korea,0.0
293030,Korea,0.0
293040,Korea,0.0
293060,Korea,0.0
293070,Korea,0.0
293080,Korea,0.0
293110,Korea,6.25
293120,Korea,6.25
293141,Korea,6.25
293142,Korea,6.25
293143,Korea,6.25
293144,Korea,6.25
293145,Korea,6.25
293146,Korea,6.25
293147,Korea,6.25
293148,Korea,6.25
293149,Korea,6.25
293151,Korea,6.25
293152,Korea,6.25
293153,Korea,6.25
293154,Korea,6.25
293159,Korea,6.25
293190,Korea,6.25
293211,Korea,0.0
293212,Korea,0.0
293213,Korea,0.0
293214,Korea,0.0
293219,Korea,0.0
293220,Korea,0.0
293291,Korea,0.0
293292,Korea,0.0
293293,Korea,0.0
293294,Korea,0.0
293295,Korea,0.0
293299,Korea,0.0
293311,Korea,0.0
293319,Korea,0.0
293321,Korea,0.0
293329,Korea,0.0
293331,Korea,0.0
293332,Korea,0.0
293333,Korea,0.0
293334,Korea,0.0
293335,Korea,0.0
293336,Korea,0.0
293337,Korea,0.0
293339,Korea,0.0
293341,Korea,0.0
293349,Korea,0.0
293352,Korea,0.0
293353,Korea,0.0
293354,Korea,0.0
293355,Korea,0.0
293359,Korea,0.0
293361,Korea,0.0
293369,Korea,0.0
293371,Korea,0.0
293372,Korea,0.0
293379,Korea,0.0
293391,Korea,0.0
293392,Korea,0.0
293399,Korea,0.0
293410,Korea,0.0
293420,Korea,0.0
293430,Korea,0.0
293491,Korea,0.0
293499,Korea,0.0
293510,Korea,0.0
293520,Korea,0.0
293530,Korea,0.0
293540,Korea,0.0
293550,Korea,0.0
293590,Korea,0.0
293621,Korea,0.0
293622,Korea,0.0
293623,Korea,0.0
293624,Korea,0.0
293625,Korea,0.0
293626,Korea,0.0
293627,Korea,0.0
293628,Korea,0.0
293629,Korea,0.0
293690,Korea,0.0
293711,Korea,0.0
293712,Korea,0.0
293719,Korea,0.0
293721,Korea,0.0
293722,Korea,0.0
293723,Korea,0.0
293729,Korea,0.0
293750,Korea,0.0
293790,Korea,0.0
293810,Korea,0.0
293890,Korea,0.0
293911,Korea,0.0
293919,Korea,0.0
293920,Korea,0.0
293930,Korea,0.0
293941,Korea,0.0
293942,Korea,0.0
293943,Korea,0.0
293944,Korea,0.0
293945,Korea,0.0
293949,Korea,0.0
293951,Korea,0.0
293959,Korea,0.0
293961,Korea,0.0
293962,Korea,0.0
293963,Korea,0.0
293969,Korea,0.0
293972,Korea,0.0
293979,Korea,0.0
293980,Korea,0.0
294000,Korea,0.0
294110,Korea,0.0
294120,Korea,0.0
294130,Korea,0.0
294140,Korea,0.0
294150,Korea,0.0
294190,Korea,0.0
294200,Korea,0.0
300120,Korea,0.0
300190,Korea,0.0
300212,Korea,0.0
300213,Korea,0.0
300214,Korea,0.0
300215,Korea,0.0
300241,Korea,0.0
300242,Korea,0.0
300249,Korea,0.0
300251,Korea,0.0
